@relation comments
@attribute content string
@attribute result {-10,0,10}
@data
'vre agamhsou aplite pou tha me p eis emena xontro arxidi eisoun ise kai tha  ise mia zwh granazi kai roufianos tou susthmatos pefkh prin 4 hmeres se lei katei 4 nosokomio gia tis malakies pou elegan flwre stamata na les psemata sta video kai strive apo dw arxidi',10
'den kanw kan ton kopo na diavasw ta sxolia na fantastw uparxoun pali malakes an8ellhnes tou suriza kai tou kke pou arxisan pali tis malakies tous  kolozwa an8ellhnes aristeroi gamw ton alax sas  mogola prwta 8a fame  esas kai meta tous la8rometanastes',10
'esy eipes oti eisai an8ellhnas kai les oti egw bromizw thn le3h e8nos esy 8a boh8hseis allodapous astunomikous dn 9a bgeis pote ston dromo na timhseis tous ellhnes opws kanei h x-a oloi eseis milate gia ratsimos alla dn xoneuete oute ta antera sas misite thn idia sas thn patrida a kai egw blepw olous tous allodapous na sunergazontai me tous aplitous tous anarxikous kai na kaine ellhnikes shmaies kata ta alla omws egw blaptw to e8nos kai o fasismos',10
'ola auta na ta valeis sto kolo sou malaka gamwspite gamw to mouni pou se xernage mpastarde h dikia sou h pornh pou se xernage kanei hdh pezodromio gia na exeis esy thleorash na vlepeis podosfaira vromiarh gamimene lathrometasth ap  to mpagklantes mpastardako gamw th nea diktatoria sas kai to mpatsok sas kolozwa gamw to soi sou malakistiri',10
'katse re enta3i den eida na  mas enoxloun oi negroi se tetoio vathmo opws alloi lathrometanastes',10
'astiki eksratia h apeletherosi tis mikras asias apo tous kataktites gia tous skopianous anaferoun ksekathara pos -den tha papsoume thn palh mas gia thn aneksartisia tou makedonikou laou - kai apokaloun mexri simera ta skopia makedonia  oi ellhnes polemisan kai tous nazi fasistes kai tous kommounistes fasistes to kke apagorebei thn apelasi lathrometanastwn',10
'ahahahhahaahahahah dwse pono dwse oso prolabeneis giati tha mas  breite apenanti sas mazi me ta taksika sas aderfia tous lathrometanastes dn m apantises omws isoun h oxi yper tis 17 n',10
'asfalws to na upostirizeis thn xwra sou exei taftistei me oloklhrwtika kathestwta tosa ksereis tosa les  otan vgaleis ta stereotypa pou sou didakse mia sapia genia ela na milisoume  oi fasistes einai gia ton p  to na thes mia dunath oikonomika kai politika xwra einai fasismos gia sena esu tha skwtwnes tous  fasistes alla egw tha eksoriza tous imimatheis kai tous kwlhmenous sta stereotypa vlepeis h makedonia einai ethnikistiko na les oti einai ellhnhkh a re vlaka',10
'tin eglimatikotita tin exoun ellhnes eise sovaros to 90  twn alvanwn einai eglimatikoi apo ti fysi tous kai zoune stin ellada opote ta galop otan lene oti i ellada exei tin perisoterh eglimatikotita einai apo tous la8rometanastes tous pakistanous kai tous alvanwrwsous pou se sfazoun  gia ena 5evrw wake up kai btw oi gyftoi den einai elines  )  ara kaneis la8os ps apla varieme na patw shift alt gia ellinika',10
'ma8e  ellhnika toulaxiston re mlk mexri kai enas la8rometanasths 3erei kalutera ellhnika apo sena gidi oute na grafeis dn 3ereis',10
'file ego thimamai ta party pou epaize to kommati afto kai oi alvanoi kyrios pidokopagane san ta katsikia  ase loipon ta aplite ktl  ego punkometallas hmoun kai eimai  alla h skhnh sas de mporei na exei ethnikistika xarakthristika mias kai eiste anakatemenoi  tigka me alvanous',10
'ela mia xara ta  leei mas exoun gamisei oi la8rometanastes exei para ginei to kako den ginete na exoume auta ta poustrakia tou pakistanous auganous klp klp na klevoun ton kosmo k na skotonoun an den exoun na fane sta arxidia mou na pane sthn xora tous k na ta kanoun auta oxi edw',10
'posa plironoun oi lathroetanastes apo pakistan-koudistan-auganistan gia  na erthoun europi  guro sta 20 0 dolaria pou pane auta ta lefta  se viles stin mukono kai krufes katatheseis ellinon se trapezes tou exoterikou kerdoskopiki epixeirisi einai i lathrometanasteusi anthropino sklavopazaro me thuma tous ellines ergates kai tis  ellinikes oikogeneies',10
'mia aporia lyste mou o jefrey  giwrgakis  rwtise prwta tous xenous oikonomologous enan ellina rwtise dld emeis den echoume kanenan kathigiti panepistimiou kanenan  oikonomologo echete parei champari oxi mia alla kata syroin eschates prodosies to laos den me antiprosopeyei opws kai kaneis apo tous 300 diafwnw se kapoies theseis alla einai oi monoi patriwtes aytin ti stigmi stin vouli mporei na einai fasites kai ethnikistes kapoioi alla kaneis den einai patriwtis apo tis ypoloipes parataxeis',10
'den mou berdepses tipota filos  ta exw ola kseka8ara mesa sto mualo  mou to oti  uparxoun 1-2 ekatomuria la8rometanastes sthn ellada prepei na se provlhmatizei kai to ti sumvainei ka8hmerina kai pws klevoun to ellhniko kratos mallon den to klevoun to xrhsimopoioun kai etsi bainei mesa h ellhnikh oikonomia xwris na exoume emeis oi ellhnes idea auta 8a epraipe na se provlhmatizoun kai oxi pws 8a berdepseis to mualo m ) tespa o ka8enas exeis tis apopseis tou sumfwna me auta pou gnwrizei',10
'ti kanei o grigoropoulos  thes  na pas na ton vris  aplitko',10
'oi nd-pasok-syriza den sevontai ton ellhna upostirizoun pws prepei na er8oun kialloi la8rometanastes sthn ellada eidh exoun kseperash ton ellhniko plh8usmo oi la8rometanastes to mono p prosferoun sthn koinonia einai lhsteies arwsties fovo­ koinwnikes diataraxes auta ta komata 8eloun na  katantisoun thn ellada afrikh loipon den 8a perash auto psifisa kai sunexizw na psifizw xrush augh gt 8elw thn  xwra mou 8elw thn istoria mou  8elw na apolamvanw tis voltes mou opws ekana palia',10
'den eimai  ethnikisths alla ean o geitonas mu ginei ethnikisths tote ginomai 2 fores ethnikisths  d brext',10
'egw zw sto eksoteriko alla mou fenetai oti eimai polu pio patriwtis apo esena ta teleftaia xronia logw ergasias metakinoumai se olo sxedon to prwin anatoliko block ehtnikistis den eimouna pote oso eimouna stin ellada mas otan omws eida tous  teliwmenous tsexous  slovakous  polonous kai fetos ouggrous to pos polu yper-agapoun tis xwres tous eipa re pousti oloi autoi exoun skatoxores kai par ola auta einai ethnikistes kai den tha ginw egw pou exw 100 logous parapanw',10
'anthellinas  enas poustis tou 2012 pou einai yper ton gay parade  ena avoulo k anthelliniko poutanothrema horis axia k horis idanika  mia mixi tis poutanas tis manas tou  apo diafora spermata lathrometanaston  koina mas stihoia milane k aytoi ellinika  mia asimanti morfi zois epireasmeno apo tous komounistes daskalous apo to sholeio tou  ehoun sinthima vgale tin trans pou kriveis mesa sou skata stous arostous',10
'poli kali douleia  paidia pragmatika sugxaritiria  eidika sto simeio pou akougetai to katholoy ethnikistiko kai eksairetika goustoziko asteio  se ferame stin ellada arapi mono  pou den lipothimisa ek toy gelwtos  einai efialtika aksiepaino na anameignuete tis ideologies sas me mia parwdia  ta sulluphtiria mou',10
'auto pou les dne usxiei giati polu apla ego mporie na thelo na prostateuo ton ellina politi giauto na ginomai astunomikos kai isos giati mporie na mou aresei  i peitharxia kai i taksi auta dne einai fasistika  ego sou leo an theleis na milisoume tha milisoume opos milane oloi oi sostoi anthropoi me tous kanones tis filosofias aa kai filosofoi dne itane mono ellines ara den nomizo na sou pernaei apo to mualo oti auto pou leo einai ethnikistiko  apla i filosofia gennithike stin ellada auto',10
'mpravo re koritsia  kante mas perifanous  kai afiste tous aplitous na lene',10
'to na eisai gay einai vrisia exeis mperdepsei thn vourtsa me thn poutsa  hlithie e8nikistes eimastan ki eimaste timh ston e8nikisth mixalh filopoulo  to  alani apo ton kolwno  peristeri-nopo 13',10
'@rldedeus  den exeis katalabei to pos an arxisoume kai tous dinoume thn ellhniki ithagenia tha gemisei olokliri h europi me  ellhnes  giati auto tha diadothei apo edw mexri thn kina kai thn afriki kai h ellada tha  plimirisei apo lathrometanastes na dosoun xartia gi osous theloun na figoun  alla se kamia periptosi ellhnopiisis kai apo do kai sto eksis opios alos mpeni lathrea sthn xwra katefthian isitirio gia epistrofi gia na min gini to proanaferomeno',10
'dn einai metanastes einai la8rometanastes  kai oi suzoigoi  twn gunaikwn autwn sumfwna me to suntagma ousiastika sugalipsan thn praksh ths la8rometanasteushs opote ginetai kai dikh eis varos tous  alla auto to suntagma opote 8eloun to epikalountai',10
' tou igeti ton tourkon e8nikiston  giati den leei ton arxigo ton grizon likon se olo  to video den akougete pou8ena sto spiti tou kemala attatourk kiolas  milame gia poli 8rasos',10
'twra les arximalakies ola apo thn ellada ksekinhsan ta panta kai panta hthelan na mmas afanhsoun epeidh hastan  to likno tou politismou kai auto to video einai ena mikro deigma apla to ti exoun klepsei apo thn ellada oloi oi upoloipoi asto den einai thema ethnikismou kai tous sixainomai tous ethnikistes alla na leme thn alhtheia giati oloi mas zhleuoun an den hastan emeis tha htan akommh maimoudes',10
'ade gamissou re tsigane lazopoule as pai enas pakistanos stin ameriki na zitisi asilo ke  tha tou sfragisoun ton pissino oi sinoriaki  lefta yiok gyfto as psaksoun alou tin tixi tous  an se xalai afto as tous akolouthisis aplite',10
'pedia egw ena kserw to opio stirizetai se episimes ereunes tis astinomias kai malista to didaskoun kai sta sxoleia sto mathima tis b  likeiou ekfrasi ekthesi h lathrometanastes stin xora mas den einai oute to 8  tou plithismou kai einai ipeythinoi gia to 30  ton eglimaton-adikimaton',10
'enoeite gt oi mpatsoi einai  kathimerinoi anthropoi pou kanoun thn douleia tous p einai na kanoun to sosto kai to dikaio kai ekteloun mono diateges malakes akous enan kologero kai mia aplith as ferontan pio orea oi koloanarxikoi gt yparxei h astynomia arage p tous exoun demena ta xeria kai dn tous span sto ksilo p gia enan astynomiko p skotose ena paidi sthn ilikia m thn plhrosan tosoi ath0oi exetai to thrasos kai milate p ekapsan spitia kai katasthmata kai kapies oikogenies ekanan  maura x-mas',10
'alhtheia kai  thriskoliptos ethnikistis na eisai re pousti se auto to video den vazeis dislike tin kserokefalia merikwn den tin katalavenw  emeis oi tou diavolou theloume eirini eseis pou agapate ton theo thelete ethnikismo polemo kai eiste tzampa magkes mpravo sas kanete to swsto',10
'pia xora su re muni aplito ai sto diaolo pu milas skase dose mu to til stin elada ke tha se paro tora gia na sta  po sta grigora karioli ekarioli gelio ypokimeno ta ilinika pu ta xeris tote pezi ke na ise rosida apo kanena burdelo i provatopontios',10
're mpaglama se enoxlei pou enas pitsirikos vgazei ethnikistika sunaisthimata',10
'skase ilithia kontouli isai vlammeni kai kologria kasidiari sikw panw kai xtipa tin san ti lisvia ti kanelli kai g esas pou vrizete tus xrisavgites epidi den  thelun ts lathrometanastes ti exete na pite g to pakistano pu dielise ti zoi enos koritsiu 15 xronwn  ilithioi vlakes',10
'eimai ki ego e8nikisths zhto oi  synagvnistes mas toyrkoi kai skopianoi e8nikistes',10
'anarxofasista  ellhnika grafw ki h suntaksh mou einai makran kaluterh apo th dikh sou  pou den ksereis pote kai pou na vazeis thaumastiko  ellhnas eimai  esu to paizeis ellhnas  enw eisai an8ellhnas  o monos xwros pou uparxei  fila8rwpe mou (mias kai diapistwnw filan8rwpa ais8hmata sto peri phgadiwn-upokrith kai farisaie) se phgadi  einai mesa sto mouni ths manas sou  pou einai ena phgadi  uparxei kai xwros sth voulh  gia tous e8nikistes kai suntoma tha mas deis  perastika sou',10
'kala kala trava pare kanena  tsimpouki apo kanena lathrompine esu kai ante autoktona trol',10
'kalos ton  aplito',10
'ok fovame oti den mporis na milisis sovara me vasi ta osa mou les fenete oti den eheis vgali to gimnasio  pithanon na antimetopizis psihokinonika provlimata  to mono sigouro ine oti  den tin palevis gia tin istoria lipo na sou po oti apodedigmena anomalia ine o ethnomidenismos ohi o ethnikismos kai kati to opio agnois ine oti oloi oi dianooumenoi tis anagenisis diafotismou itan ethnikistes episis o ethnomidenismos k antiratsismos ehoun  episima shesi me genetiki anomalia',10
'k gia n prolavw ts apanthseis t stil afta einai  malakies  h e8nikistika kai tetoia 8a s pw apla oti hmoun 4 xronwn k o pateras m efige m 1 aplo tilefwnima ektakta  gt to polemiko naftiko vriskotan s empolemh katastash xwris n 3erei an 8a 3anaantikrisei tin oikogeneia tou omws aftos dn kolwse defterolepto  htan ekei sto posto tou  sto mixanostasio enos apo ta ploia mas p vre8ikan sta imia k misise k aftos ton simith k ton pagkalo gia tn an8ellinikh stash tous',10
'h antifasistikh drash an einai anagkaia mia fora  h drash kata twn la8rometanastwn einai 10 as epikentrw8oume sto meizon 8ema k se auto p mastizei thn xwra gti se liga xronia an  synexisoume etsi  8a eimaste meiwnothta sthn ellada  k dn nomizw na to 8eleis auto',10
'lipon na mathoun  meriki anistoriti kai anidei  (eksetias tous eimaste stin katastasi pou eimaste simera gay kleftes lathrometanastes lamogia gliodes anandra ipokimena) pou aposiopoune giati den exoune psixi giati pote den anatrixiasane otan akougane ton ethniko tous imno pws i ellada einai mia kai pote den pethenei pws oso lamogia kai an eisaste kai prospathite na ta  miosete',10
'diladh as poume les oi eamites stalinotsoliades (kalo  kata to germanotsoliades)  sfazan kosmo  enw stin pragmatikotita oi ethnikistes germanotsoliades sfazan ton elliniko lao omoiws kai ta ipoloipa  opote i apantisi einai aplh stamatiste na antistrefete tin pragmatikothta giati tha ginete anekdoto kai meta oute kan tha sas milaei kanenas',10
'epithimw anamesa sta 10 atoma na exw mia kyvernish pou einai eklegmenh toualaxiston apo ta 6 kai oxi apo ta 2 epeidh oi alloi den  niwsan oti tous ekfrazei kapoio komma pragma katanoito kai apolyta logiko  episis oso to onoma paramenei ellada  na psifizoun oi ellhnes  kai oxi oi lathrometanastes pou sta xartia menoun oloi sto idio spiti  osoi exoun gnwsh tou thematos kseroun ti enow  apla kai katanoita pragmata pou se alles xwres einai autonoita',10
'vre arxikasma egw diavaza vivlia opos i ieri proistoria tis ellados  sto onoma tou dia kai polla alla prin psifisw xrsi aygi eimai e8nikistis apo poli mikros gt etsi ema8a kai eimai iperifanos pou eimai ellinas den me noiazei ti les esi gia thn xrisi aygi ayto pou 8elw einai na min les mlkies gia thn istoria tis ellados ama den thn gnwrizeis swsta opos ayta p  eleges gia tin svastika ton meandro kai ton xeretismo me to de3i xeri ipsomeno pes oti 8es gia thn xa dikeoma sou na pisteyeis oti 8eleis',10
'prepi na doume ta panta meso tou ethnikistikou fakou afta ta meroi kato stous agious topous opos kai meroi stin iordania stin aigipto kai alla meroi itane se ellinika heria kai ligo ligo  ma sta pirane gia afto me nyxia kai me dontia prepei na kratisoume afta ta meroi esto kai me psema den leo oti to fos einai psema alla kai na einai so be it',10
'nai malakes gamo ton eyro sas k otan mpenoun oi lathrometanastes & sas rotane olous esas tous poustides pos na pane athina  tous lete apo ekei sti xabouza  k tous dixnete to dromo  anti na tous stilete boulgaria  exete organothi kiolas skato gkatzolides tous fernete k me poulman stin athina alla tin mia mpikan mikra asia oi tourkoi  tin alli kypro  tora sira exete eseis bromo xorgiates koimaste isixa pinete ouza proi proi sta kafenia k tha ti fate ti poutsa se liga  xronia  )',10
'allo metanasths  allo la8rometanasths  allo vourtsa ki allo poutsa mhn ta mperdeveis  oi dikoi sou pou tha pane metanastes  tha  pane  epeidh to ekei kratos mporei na tous prosferei douleia klp klp  sthn ellada den uparxoun metanastes  mono la8rometanastes  h ellada den eixe  thn epoxh twn paxiwn ageladwn  douleies gia tous ntopious  tha eixe gia allodapous  arketa me to paranu8i merikwn  allo metanasths  allo la8rometanasths perastika sas  diasteulwtes ths alh8eias',10
'xaxaxaxxaxaxa etsi enas  tetoios anthrwpos mono mporei na swsei auto to kwlokratos palikari ethnikisths',10
'einai tragiko to poso mikro kai steno mporei na einai to mualo enos agrammatou  anthrwpou eisai xarakthristiko paradeigma  an yparxoun polloi ekei eksw san ki esena  lupamai pragmatika gia thn xwra mou kai mallon tha thn egkatalupsw  eimai 110  ellhnas kai agapw thn patrida mou  sixainomai omws kati dithen ethnikistes san kai tou logou sou  ntrepomai pou sunuparxw sta idia sunora mazi sou',10
'otan les antifasistes 40 na enoeis pakistanous kourdous afganous kai kamia 200aria aplyta hasiklakia  edo oi idioi oi allodapoi sas varagane tis proalles  sas perasane lene gia hrysavgites hahahahahahhaha k  pou se 40 antifa  ckers den mporousate na kanate kala tis dimiries ton matoskylon  etoimoi gia polemo eiste re poustides  mallon gay parade tha eihate  ellas ellinon ethnikiston',10
're mikre aplite iremise tha patheis  tipotes',10
'malakas tha eisai kai tha pethaneis malakas prwton  kai kurio den uparxoun metanastes sthn ellada  para mono la8rometanastes  apo auto kai mono fainetai poso malakas eisai  afou exeis mperdepsei thn vourtsa me thn poutsa allo metanasths  allo la8rometanasths  allo vourtsa  allo poutsa  ksexwrise ta sto mualo sou  epishs  kaneis ptuxiouxos den spoudazei  gia na ginei venzinas meta  mono enas ka8usterhmenos san esena perastika sou kai agorase ena neo egefalo',10
'eisai megalos karagkiozhs file mou kai pigaine na to koita3eis auto pou tha peis kati tetio gia enan anthrwpo o opoios einai o monos pou leei tin alhtheia kai oti leei to kanei se pra3hs kai otan tha erthei enas lathrometanasths e3w apo to spiti sou kai apeili tin  zwh sou tote fwna3e ton samara i ton allo ton benizelo na se swsei hlithie gt hlithios eisai',10
'nai re to oti oi anarxikoi kaine spitia spane tsamaries spane amaksia xtupane koritsia klevoun kaine  periousies ta kanoun xeirotera stis pories nomimopoioun toys lathrometanastes kai tous afinoun mesa sthn ellada ta kanalia tipota gia na deis systhma dorodokia kai ti dhmokratia exoume shmera re vlepete ta  psaxnete na vreite shmaiakia teukh ths x a prin 20 xrwnia  kai einai kai plasta o stalin re den ekane symmaxia me to xitler kai mas ekapsan zwntanous emas toys ellhnes auta dn ta leme e',10
'gamw to mouni pou se glistrage tha xarw kai egw polu na se sunantisw apo konta gamimeno paidi tou sumoritopolemou gia na se steilw  nosokomeio afou prwta tha exw psoloxuseu sto stomataki sou malaka kai mpatsos tha ginomouna mono k mono gia na steilw esena kai kati alla floropaida-plousiopaida na sunantisoun ton alexh xaxaxxaxaaxaxaxa xereis esy malaka skata ston tafo kathe anarxoaplitou',10
'kratos batsoi dikastes kaneis sas dn lugizei  tous ethnikistes',10
'gamo tous  lathrometanastes',10
'akouste to tragoudi re zwa kai afiste tis ampelofilosofies sas oso gia autous pou tous ethnikistes tous lene nazistes euxomai  na tous klepsoun na tous viasoun kai na tous skotwsoun pakistanoi malakismena e malakismena',10
'nomizo pos prepei na enimeronesai kalitera  to simvolo tis xa den einai  i svastigka kai oso gia to programma tou siriza to gnorizeis psakse se mia mixani anazitisis tis theseis tou siriza kai mathe ti exei skopo na kanei  (anagnorisi ton skopion os makedonia anagnorisi tourkoukis meionotitas stin thraki nomimopoiisi lathrometanaston ktl ktl ktl)  kai an sinexizeis na pisteveis oti einai kalo to programma tou siriza tote ti na sou po',10
'vlaka ili8ie axroisth oloi vlakes ellhnes e8nikistes eimaste kai to aima kai timi to legane i progonoi mas eleos malakismena koloaristera stoixeia tsirakia pagkosmias sumaxeia praktores tis kolo tourkias malakes gamw  kai to pasok kai tin nd kai ola aima timi xrysh aygh mpenoume koufales mesa stin voulh',10
'ante re mounia anarxoaplitoi gamiolia gamw to mouni p sas petage exw apo tin ellada re kala ta kanane ta mpastardia p pernan k kai kala minimata mesa  apo graffiti gamisi k xylo se olous tous anthellines',10
'sto dafni pou vriskontai eksodo exoun mono mia  wra tin imera  stis 11 me 12 opou kai ginetai to kunigi lathrometanastwn giati ws gnwston autoi einai to provlima mas kathe fora pou ta pragmata den pane kala',10
'ews pote ellhnes  ews pote patriwtes  ti allo perimenoyme an einai dynaton  h  ellada mas na thrhnei ellhnes  sfagmenoys apo alothrhska goyroynia telos thanatos se ola ta lathroapovrasmata kai kremala stoys anieroys yposthriktes toys',10
'ypirxe sxedio exontosis tou ellinismou -apo tous voulgaroitalogermanarades-kai  antikatastasis tou me apoikous apo italia alavania voulgaria auto pou ginete simera me tin eisodo ekatomurion lathrometanaston apo tin anatolia valkaniki kaukaso yposaxaria afriki',10
'akoma  kai oi la8rometanastes o o',10
'elladara kai edv  mathainoyme tous aplitous eyrwpaious  na akoune mousikares bravo sta paidia remixara koryfaio  asma gia to kalokairi',10
'gnwrizw gia to sumvan me tis fulakes tis albanias pou oloi oi kratoumenoi afe8ikan eleu8eroi  anoi3an ta sunora kai katesfa3an se poleis kai xwria tis boreias elladas  alla  auto den exei na kanei me to 8ema pou suzitame  ekeino egine  teleiwse  olous autous tous la8rometanastes exeis idea me poio tropo exoun skopo oi xrusaugites na  e3afanisoun den logariazoun tipota  oute xristianoi einai  diavase kanena periodiko tous  poion perimenoun na tous swsei',10
'kai esu ypo8esh kaneis opws kai aftoi  me thn monh diafora oti yphrxe apeilh apo tous evraious an akouses kala  filososialisths den shmainei na yposthrizoume tous e8nikistes evraious  megalwse prwta kai ma8e pente pragmata a kai roufa to k@vl mou twra giati gia tis klanies sou mallon den ftaiei to kruwma alla h xalarh k0l0tr p d@ sou  ante geia',10
'pote den tha to poun sta isia h makedonia itan kai tha  einai gia panta elliniki (gamo  me kanoun kai fainomai ethnikistis )',10
'na pan sto diaolo i ratsistes enantion twn ellinwn oi aristeroi gt autoi einai xeiroteroi apo tous pakistanous k apo tous mavrous epidi i metanastes k i arxigoi tous kitan pio einai  t simferon tous  einai patriwtes enw oi aristeroi dn kanoun apolitws tipota  k 8elei t pasok na tous nomimopoihsei tous la8rometanastes (t exei kanei hdh se kapious) ayto prwta apola einai prosvoli gia tous progonous mas',10
'autos den einai ratsistis eseis eiste malakes pou valate tous lathroallodapous ntavatzides sta arxidia sas kleidotheite an einai etsi mesa sta spitia sas to vrady kai kante moko dimokratikes poutanes ferate  tous lukous tous moutzaxetin  na fulane ta provata kala gamisia tote na exete eiste to ligotero trelloi kai epikundinoi kai sunypeythinoi gia to kako pou  ginetai thelete kai dimokratia zoa kai as sas gamane apo to 74 eos simera 50 atoma zoa',10
'ela re  tora me tous pseutoanthropismous sas malakes ton poulo oloi oi lathrometanastes apo tin patrida mou prin arxisoume na tous sfazoume gia strato katoxis mazeutikan oloi oi alites kai ta koproskula apo olo ton kosmo kai o allos pou thelei na kanei oikogeneia na min neiothei asfaleia mesa stin idia tou tin patrida oloi petama sta skoupidia kai osoi meinoun orko sto suntagma gia tufli upakoi stous nomous',10
'kala kanei kanei kai einai ethnikistis re ti thes  na ne kolo aristeros diethnistis',10
'eseis den thelate lathrometanasres to sxedio twn kapitalistwn eine na  poulisi thn idea globalism  na dimiourgisoun kratoi xwris sinidisi kai na anamixthun me alodapous na gini xaos kai na eine efkolh lia gia tois megales eteries na kubernane theloun na sas kanoun robot katanalosis proiontwn  kai  na sas apoblakosoun  otan kanoun xaos ola ta kratoi me dialisi politismwn petixe to sxediotous  eseis oi ilithioi pou thelete lathrometanastes  eisaste pionia  akoma den to katalabate',10
'kat arxas ideologhmene aggramate mou ponesan ta matia apo to poso anor8ografos eisai xreiazesai fronthsthrio kata deuteron misw  to idio tous e8nikistes-fasistes oso kai tous anarxikous-fasistes to e8nos einai anuparkto epeidh esu oi omoioi sou kai polloi alloi to katanthsate etsi gia thn tautopoihsh m me tn hitler kai tn mixaloliako den a3izei kan na apanthsw apla grafeis oti malakia s katevei eleu8eria logou exoume par olo pou uparxei xounta opws uposthrizeis o3umwro sxhma e',10
'aytes tis malakies sas pipilizoun kai tsimpate  egw  eixa faei katsavidi stin plati apo lathrometanasth  xrysh augh kai stis epomenes pali xrush augh  geia sou kai kalh sunexeia',10
'kalhtera x a para anarxhkos  gamw esena kai olous tous prodotes sou  zthw to ethnos mas  kai poio allodapo re tous allodapous tha  tous pathsw kato an poun kati kata ths megalhs ellados  eisaste prodotes  oloi oi komounistes ston kosmo einai prodotes  blepeis sthn athina 20  ton katoikon sta patissia psufhsan xrush augh  blepeis oti o ellhnas aganakthse me kathe lathrometanasti kai allodapo  etsi  dunata ethnikes ekloges 2012  xrysh aygh',10
'to exoun parakanei  oi lathrometanastes  giati kaneis den milaei gia tin via ton lathrometanastwn pros tou ellines opws deixnei ayto to video  e',10
'ti kanei re skizei tin elliniki simaia gamw to mouni pou ton petage ama ton dw apo konta 8a tou gamisw ta ramata re poli bastarde gamioli  aplite vromiarh 8a sou kanw ton kwlo graviera',10
're fae skata kai moko leme aplite',10
'ti m ekanan xm pame na s thumisw gt xexnas barkiza poulisan tn agwna gia karekles  sigkuvernisi me mitsotaki pali gia karekles  polutexneio tou  1998  oi kkedes paredwsan stous mpatsous posous agwnistes kanontas to rolo tou roufianou apergia fetos ntavatziliki tou kke sti poreia xulo mazi me mpatsous k apo ti stratokavli perifrourisi tous pame ki alla ntavatziliki se swmateia ratsistes k sexistes se kathe ergati p de strateuetai me to pame posa akoma',-10
'an empainan fylakh oi trypes  1) ekei mesa tha tous erxontan empneysh kai tha egrafan gamata tragoudakia 2) oloi tha ekanan ena eglhma  gia na pane fylakh kai na akoune trypes live 3) ta mpatsonia tha paraitountan to ena meta to allo (makari na epairna ki egw mia prosklhsh gia ena tetoio party )',-10
'gia na ksekatharisoume kati oi mpatsoi einai exthroi einai extroi dioti dialeksan na pane me to meros tou exthrou sto simeio pou ftasame dn xwrane isws an kai tetoia kseroume tous filous mas kai tous extrous  mas mn psaxnete dikaiologies dustuxws exoume polemo kai opoios dn to pisteuei stin epomeni geniki apergia na katevei na dei',-10
's osous den kataavainoun i den theloun na doun tin aitheia tou video eyxomai kapoia stigmi na diadilonoun  me tin oikogeneia tous k na tous eppitethoun oi kolompatsoi  ekei na sas do ti tha lete  volemenoi floroi oloi',-10
'acab a.c.a.b. a.c.a.b 1312 all cops are bastards i aplws gate 13',-10
'ade gia mas kai oi mpatsoi makria mas',-10
'h katathlipsh prohlthe apo ti zwh  tn hendrix tn varouse o pateras t mikros k epeze me orgh p paei na pei katathlipsh p paei na pei narkwtika ton jim  morrison tn skwtwse t susthma  poses fores pigene kontra stous mpatsous gt dn ts goustare  otan eisai kalitexnhs vlepeis ta pragmata me tn pragmatikh ts eikona o morrison to evlepe to olo systhma k gi auto ts pigene kontra kai g na ta kanei ola auta eprepe na parei eperne kai pethane',-10
'ti detro re flore 3es apo hip hop oloi akote tous palio emporikous an 8es na to peksei magkas tipou gamo tous mpatsous fotia se ka8e tmima na to efarmozoun se katalipseis den pane ti poreies mesa apo thn tv tis blepoun me8e prota kai  meta mila',-10
'ela mori gamiola platia exarxion  12 to vradi apopse monos opos kai egw ekei den patane mpatsoi na se sosoun tha eime me mia hayabousa gia na me gnoriseis',-10
'poios einia mikros re malaka auta pou grafw 8elei kai mualo gia na ta katalabeis alla skata exeis sto kafali san tous mpatsous oi diadiloseis arxidi ginontai gia na min  zeis mia zwh san sklabos kai san malakas pou eisai kai an eimai mikros ela na kanonisoume ranteboudaki skatomuale fasista',-10
'en itan stales tis vroxis gia na kratas omprela itane mpatsoi dialextoi pou psaxnan pasarela x2  kanenas den tous koitakse  tous girisan tin plati kai minane  ta makenen stin pikra kai sto axti x2  kai  tsi opos itan tou paidiou ti pesan stou  giati eixe stin fterouga tou ftino skoularikaki x2',-10
'kai oi mpatsoi  eipan pws tin egrapsan frikia',-10
'skata ston tafo sou  mpatsako gamimene',-10
'kai oso den ksipnas egw tha sou gamaw thn poria kariola exete brei twra sinexeia kai to lete zwa mpatsoi mesa sthn antieksousiastikh poreia kai to exete kavalisei den mporoume 300 atoma na elenxoume tous ipolipous zwa oloi idioi eimaste to exete brei kalami twra  kai to lete gia dikaiologies poytanakia kkedes',-10
'nice try kolompatse',-10
'acab a.c.a.b a.c.a.b.',-10
'ma  des ti egine stn rosia stn alvania koumounismo eixane kai autos xanalew dn einai koumounismos einai kathara stalinismos',-10
'mpatsoi  gourounia dolofonoi',-10
'tha me afiseis na sou pw tin gnwmi mou katarxin oi politikes ideologies uparxoun gia na dixazoun  uperkatanalosi k uperparagwgi voithisan kai ta dio giati kai ta duo ta idia skata einai ta akra sinantiountai pou lene oso gia ton marx enas xazos itan pou antegrapse oti vrike apo tin politeia tou platona kai etsi dimiourgise to allo antipalo ektroma apenanti ston kapitalismo kai fasismo  pou diakrini auton ton koumounismo etsi pros timi tis dipolikotitas mprosta sto vomo tou dieri kai vasileve',-10
